"","condition","block","category","token","N_A","N_B","N_C","N_subj","dot1x","dot1y","dot2x","dot2y","dot3x","dot3y","dot4x","dot4y","dot5x","dot5y","dot6x","dot6y","dot7x","dot7y","dot8x","dot8y","dot9x","dot9y"
"433",2,7,1,1,49,8,6,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"434",2,7,1,2,50,11,2,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"435",2,7,1,3,44,12,7,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"436",2,7,1,4,49,13,1,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"437",2,7,1,5,34,20,9,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"438",2,7,1,6,24,29,10,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"439",2,7,1,7,45,11,7,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"440",2,7,1,8,20,29,14,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"441",2,7,1,9,52,8,3,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"442",2,7,2,1,16,35,12,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"443",2,7,2,2,8,40,15,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"444",2,7,2,3,23,27,13,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"445",2,7,2,4,13,33,17,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"446",2,7,2,5,13,42,8,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"447",2,7,2,6,11,35,17,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"448",2,7,2,7,22,21,20,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"449",2,7,2,8,15,41,7,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"450",2,7,2,9,2,37,24,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"451",2,7,3,1,6,12,45,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"452",2,7,3,2,7,6,50,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"453",2,7,3,3,5,21,37,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"454",2,7,3,4,15,21,27,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"455",2,7,3,5,7,21,35,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"456",2,7,3,6,8,20,35,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"457",2,7,3,7,17,15,31,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"458",2,7,3,8,7,17,39,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"459",2,7,3,9,9,20,34,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"460",2,8,1,1,50,7,6,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"461",2,8,1,2,48,7,8,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"462",2,8,1,3,50,10,3,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"463",2,8,1,4,52,8,3,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"464",2,8,1,5,32,22,9,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"465",2,8,1,6,24,29,10,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"466",2,8,1,7,44,14,5,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"467",2,8,1,8,19,30,14,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"468",2,8,1,9,56,6,1,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"469",2,8,2,1,13,39,11,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"470",2,8,2,2,13,42,8,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"471",2,8,2,3,23,26,14,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"472",2,8,2,4,7,32,24,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"473",2,8,2,5,20,34,9,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"474",2,8,2,6,10,35,18,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"475",2,8,2,7,24,21,18,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"476",2,8,2,8,15,42,6,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"477",2,8,2,9,9,36,18,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"478",2,8,3,1,6,11,46,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"479",2,8,3,2,9,5,49,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"480",2,8,3,3,9,20,34,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"481",2,8,3,4,15,16,32,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"482",2,8,3,5,5,13,45,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"483",2,8,3,6,8,19,36,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"484",2,8,3,7,14,22,27,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"485",2,8,3,8,7,15,41,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"486",2,8,3,9,7,19,37,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"487",2,9,1,1,50,9,4,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"488",2,9,1,2,46,10,7,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"489",2,9,1,3,47,11,5,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"490",2,9,1,4,47,10,6,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"491",2,9,1,5,37,14,12,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"492",2,9,1,6,37,18,8,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"493",2,9,1,7,44,16,3,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"494",2,9,1,8,24,27,12,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"495",2,9,1,9,54,6,3,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"496",2,9,2,1,17,38,8,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"497",2,9,2,2,10,41,12,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"498",2,9,2,3,27,18,18,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"499",2,9,2,4,8,32,23,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"500",2,9,2,5,15,37,11,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"501",2,9,2,6,6,48,9,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"502",2,9,2,7,29,20,14,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"503",2,9,2,8,14,42,7,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"504",2,9,2,9,5,44,14,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"505",2,9,3,1,11,11,41,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"506",2,9,3,2,7,3,53,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"507",2,9,3,3,7,16,40,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"508",2,9,3,4,12,21,30,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"509",2,9,3,5,3,19,41,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"510",2,9,3,6,6,22,35,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"511",2,9,3,7,15,26,22,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"512",2,9,3,8,6,15,42,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"513",2,9,3,9,8,23,32,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"514",2,10,1,1,54,3,6,63,11,3,-5,19,16,-3,-9,9,-13,6,-12,-1,-11,17,-6,-8,14,11
"515",2,10,1,2,45,12,6,63,15,2,-9,22,15,-2,-8,12,-9,-2,-4,3,-3,6,-6,-8,12,11
"516",2,10,1,3,48,11,4,63,13,4,-6,19,15,-1,-9,9,-10,3,-4,4,-6,7,-6,-11,14,10
"517",2,10,1,4,52,9,2,63,13,2,-4,18,17,-4,-9,12,-10,-3,-4,4,-4,9,-7,-8,11,10
"518",2,10,1,5,36,14,13,63,12,3,-5,17,13,-1,-6,20,-12,-1,0,7,-4,8,-5,-1,14,9
"519",2,10,1,6,28,23,12,63,17,7,-6,20,16,-4,-8,11,-6,4,-4,9,-10,8,-14,-9,8,7
"520",2,10,1,7,38,22,3,63,12,4,-5,16,13,-2,-15,11,-12,1,-4,4,-6,8,-8,-10,14,8
"521",2,10,1,8,20,30,13,63,15,4,-12,16,14,-1,-7,7,-19,6,-6,2,0,3,-10,-11,11,10
"522",2,10,1,9,58,5,0,63,12,3,-6,20,11,7,-11,14,-9,0,-5,6,-5,9,-7,-9,15,11
"523",2,10,2,1,13,41,9,63,10,14,0,13,18,2,-13,21,-14,-6,0,3,-16,11,-11,-9,10,2
"524",2,10,2,2,9,41,13,63,12,13,-1,11,12,-5,-15,24,-11,-7,-2,3,-15,9,-7,-9,10,4
"525",2,10,2,3,25,25,13,63,12,10,6,6,17,1,-11,20,-12,-7,1,1,-15,11,-10,3,9,3
"526",2,10,2,4,8,38,17,63,10,14,-4,11,14,-1,-12,22,-10,-8,0,2,-13,11,-9,-3,21,2
"527",2,10,2,5,11,42,10,63,12,12,1,10,15,-3,-12,20,-12,-8,-3,1,-18,12,-10,-10,10,4
"528",2,10,2,6,5,40,18,63,11,13,-5,13,21,1,-14,19,-11,-4,1,3,-4,6,-7,-9,5,4
"529",2,10,2,7,25,25,13,63,10,9,-3,6,14,-1,-12,19,-14,-10,-9,6,-13,10,-7,-9,10,2
"530",2,10,2,8,9,46,8,63,11,11,-2,11,12,-1,-15,20,-13,-7,-3,3,-16,10,-10,-6,9,4
"531",2,10,2,9,10,41,12,63,5,9,-2,13,9,-6,-13,18,-11,-7,-1,1,-13,12,-8,-8,10,2
"532",2,10,3,1,8,7,48,63,13,8,-7,19,4,-3,-11,9,-3,-3,-5,2,-12,18,-2,-13,12,6
"533",2,10,3,2,7,4,52,63,15,-1,-10,16,10,-4,-8,19,-5,-13,-4,-5,-14,19,-2,-11,10,7
"534",2,10,3,3,3,20,40,63,14,-3,0,22,8,-3,-8,8,-8,-13,3,1,-14,19,1,-16,14,4
"535",2,10,3,4,10,24,29,63,17,2,-4,16,16,-10,-11,10,-12,-12,-5,1,-9,22,-1,-11,12,4
"536",2,10,3,5,8,9,46,63,17,-2,-14,17,8,-5,-10,10,-5,-15,-2,-1,-11,20,-2,-11,13,6
"537",2,10,3,6,7,17,39,63,14,-3,-14,14,9,-5,-2,12,-4,-10,-13,-1,-11,20,5,-9,13,5
"538",2,10,3,7,13,16,34,63,14,-2,-2,12,8,-7,-9,9,-9,-10,-2,-1,-12,18,-5,-8,16,8
"539",2,10,3,8,8,18,37,63,14,-2,-7,19,6,-6,-11,9,-8,-15,-3,1,-11,18,-2,-13,12,6
"540",2,10,3,9,8,22,33,63,17,-2,-6,19,9,-3,-3,12,-4,-13,-7,-5,-18,20,-2,-14,9,10
"541",3,1,1,1,11,11,7,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"542",3,1,1,2,10,10,9,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"543",3,1,1,3,8,12,9,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"544",3,1,1,4,10,9,10,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"545",3,1,1,5,12,12,5,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"546",3,1,1,6,11,10,8,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"547",3,1,1,7,11,10,8,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"548",3,1,1,8,6,13,10,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"549",3,1,1,9,6,16,7,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"550",3,1,2,1,7,11,11,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"551",3,1,2,2,11,10,8,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"552",3,1,2,3,10,11,8,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"553",3,1,2,4,7,12,10,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"554",3,1,2,5,10,8,11,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"555",3,1,2,6,12,8,9,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"556",3,1,2,7,12,7,10,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"557",3,1,2,8,13,9,7,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"558",3,1,2,9,12,8,9,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"559",3,1,3,1,5,16,8,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"560",3,1,3,2,7,12,10,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"561",3,1,3,3,12,6,11,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"562",3,1,3,4,8,9,12,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"563",3,1,3,5,8,11,10,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"564",3,1,3,6,8,6,15,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"565",3,1,3,7,10,9,10,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"566",3,1,3,8,9,8,12,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"567",3,1,3,9,6,10,13,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"568",3,2,1,1,11,11,7,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"569",3,2,1,2,6,13,10,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"570",3,2,1,3,14,9,6,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"571",3,2,1,4,12,8,9,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"572",3,2,1,5,15,11,3,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"573",3,2,1,6,7,11,11,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"574",3,2,1,7,16,9,4,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"575",3,2,1,8,7,12,10,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"576",3,2,1,9,8,11,10,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"577",3,2,2,1,8,14,7,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"578",3,2,2,2,9,9,11,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"579",3,2,2,3,7,8,14,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"580",3,2,2,4,8,14,7,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"581",3,2,2,5,5,12,12,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"582",3,2,2,6,7,11,11,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"583",3,2,2,7,7,12,10,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"584",3,2,2,8,11,7,11,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"585",3,2,2,9,7,6,16,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"586",3,2,3,1,10,6,13,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"587",3,2,3,2,8,11,10,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"588",3,2,3,3,5,11,13,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"589",3,2,3,4,5,12,12,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"590",3,2,3,5,9,10,10,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"591",3,2,3,6,7,9,13,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"592",3,2,3,7,8,9,12,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"593",3,2,3,8,6,9,14,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"594",3,2,3,9,8,11,10,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"595",3,3,1,1,14,11,4,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"596",3,3,1,2,5,13,11,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"597",3,3,1,3,5,16,8,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"598",3,3,1,4,19,5,5,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"599",3,3,1,5,13,12,4,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"600",3,3,1,6,8,7,14,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"601",3,3,1,7,16,10,3,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"602",3,3,1,8,6,11,12,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"603",3,3,1,9,7,11,11,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"604",3,3,2,1,8,17,4,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"605",3,3,2,2,7,18,4,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"606",3,3,2,3,6,10,13,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"607",3,3,2,4,6,14,9,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"608",3,3,2,5,5,10,14,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"609",3,3,2,6,10,14,5,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"610",3,3,2,7,8,14,7,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"611",3,3,2,8,6,12,11,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"612",3,3,2,9,5,8,16,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"613",3,3,3,1,6,10,13,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"614",3,3,3,2,8,7,14,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"615",3,3,3,3,7,10,12,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"616",3,3,3,4,10,7,12,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"617",3,3,3,5,8,6,15,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"618",3,3,3,6,5,5,19,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"619",3,3,3,7,9,8,12,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"620",3,3,3,8,6,7,16,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"621",3,3,3,9,6,10,13,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"622",3,4,1,1,16,7,6,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
"623",3,4,1,2,11,12,6,29,7,5,-10,18,15,-2,-8,5,-7,-11,-15,12,-4,7,-5,-9,14,9
"624",3,4,1,3,15,11,3,29,12,3,-10,22,12,-1,-12,15,-12,0,-8,0,-6,10,-6,-7,12,9
"625",3,4,1,4,13,10,6,29,14,-5,-3,14,12,-2,-10,11,-13,2,-10,8,-2,5,-4,-9,9,12
"626",3,4,1,5,14,11,4,29,9,11,-4,20,7,6,-10,13,-6,1,-9,7,-5,13,-9,-10,8,1
"627",3,4,1,6,6,10,13,29,18,-2,-4,17,4,-8,-11,11,-10,-1,-1,9,-12,7,-4,-10,16,3
"628",3,4,1,7,15,11,3,29,12,3,1,10,13,-5,-9,10,-7,1,-4,4,-5,7,-5,-8,14,9
"629",3,4,1,8,13,9,7,29,15,7,-12,23,18,-1,-10,7,-9,-3,-1,0,-11,3,-8,-11,13,19
"630",3,4,1,9,6,13,10,29,22,-3,-4,17,6,-4,-3,12,-6,1,-5,3,-1,4,-11,-12,13,8
"631",3,4,2,1,10,7,12,29,9,13,-1,2,14,0,-5,18,-19,-4,-6,1,-8,6,-10,-7,16,6
"632",3,4,2,2,4,17,8,29,10,12,6,5,11,-1,-18,22,-10,-1,-1,4,-14,10,-11,-7,13,-5
"633",3,4,2,3,6,12,11,29,8,22,-1,9,8,2,-4,12,-5,-16,0,2,-13,13,-9,-12,11,3
"634",3,4,2,4,7,15,7,29,8,5,-1,11,21,7,-9,14,-19,1,-1,4,-13,10,-9,-8,15,7
"635",3,4,2,5,6,15,8,29,12,14,3,10,16,-1,-11,18,-3,-14,-2,4,-17,2,-11,-10,6,1
"636",3,4,2,6,6,13,10,29,9,13,1,10,9,-6,-17,15,-13,-5,2,-2,-20,18,-10,-7,12,3
"637",3,4,2,7,5,14,10,29,10,14,-2,12,10,-4,-23,22,-14,-6,-11,1,-14,13,-9,-8,3,-1
"638",3,4,2,8,11,11,7,29,8,14,-7,7,15,-2,-16,18,-12,-8,-6,13,-12,10,-9,-8,13,12
"639",3,4,2,9,9,11,9,29,9,13,4,12,13,-2,-8,13,-6,-15,-10,-2,-9,11,-11,-9,10,4
"640",3,4,3,1,3,15,11,29,24,6,-7,20,2,0,-10,13,-7,-14,-2,8,-11,18,-8,-9,11,6
"641",3,4,3,2,9,13,7,29,13,0,-5,18,10,0,-1,10,-9,-14,-8,-3,-18,15,0,-3,8,10
"642",3,4,3,3,3,12,14,29,14,-3,-9,22,-1,-7,-11,1,-8,-12,-4,0,-13,18,-4,-11,12,15
"643",3,4,3,4,7,8,14,29,15,-3,-6,20,9,-5,-11,17,-11,-16,-6,-10,-9,14,-9,-13,12,10
"644",3,4,3,5,7,2,20,29,13,-1,-7,23,11,-4,-5,16,-2,-11,-9,2,-11,9,-5,-17,18,3
"645",3,4,3,6,3,3,23,29,16,-3,-4,20,13,5,-20,18,-8,-12,-4,-3,-23,21,-3,-11,2,-3
"646",3,4,3,7,6,12,11,29,14,-2,-2,12,4,4,-13,4,2,-16,7,-2,-22,11,-5,-12,10,10
"647",3,4,3,8,8,5,16,29,16,-10,-6,20,19,-11,-8,11,-13,-22,-3,-1,-18,20,-3,-14,12,4
"648",3,4,3,9,3,13,13,29,17,-12,-12,19,4,-6,-11,9,-8,-14,-8,-2,-18,9,2,-21,11,1
"649",3,5,1,1,14,7,8,29,12,2,-5,19,14,-4,-17,2,-4,-7,4,0,-1,8,0,-11,11,10
