"","condition","ID","block","Pr_corr_sub"
"441",1,"334",1,0.592592592592593
"442",1,"334",2,0.777777777777778
"443",1,"334",3,0.962962962962963
"444",1,"334",4,0.851851851851852
"445",1,"334",5,0.925925925925926
"446",1,"334",6,0.925925925925926
"447",1,"334",7,0.888888888888889
"448",1,"334",8,0.814814814814815
"449",1,"334",9,0.925925925925926
"450",1,"334",10,1
"451",1,"338",1,0.740740740740741
"452",1,"338",2,0.888888888888889
"453",1,"338",3,0.740740740740741
"454",1,"338",4,0.703703703703704
"455",1,"338",5,0.703703703703704
"456",1,"338",6,0.518518518518518
"457",1,"338",7,0.481481481481481
"458",1,"338",8,0.777777777777778
"459",1,"338",9,0.62962962962963
"460",1,"338",10,0.555555555555556
"461",1,"342",1,0.925925925925926
"462",1,"342",2,0.888888888888889
"463",1,"342",3,0.962962962962963
"464",1,"342",4,1
"465",1,"342",5,0.962962962962963
"466",1,"342",6,0.925925925925926
"467",1,"342",7,0.962962962962963
"468",1,"342",8,1
"469",1,"342",9,1
"470",1,"342",10,1
"471",1,"346",1,0.62962962962963
"472",1,"346",2,0.740740740740741
"473",1,"346",3,0.592592592592593
"474",1,"346",4,0.814814814814815
"475",1,"346",5,0.777777777777778
"476",1,"346",6,0.851851851851852
"477",1,"346",7,1
"478",1,"346",8,1
"479",1,"346",9,0.888888888888889
"480",1,"346",10,0.851851851851852
"481",1,"350",1,0.555555555555556
"482",1,"350",2,0.814814814814815
"483",1,"350",3,0.888888888888889
"484",1,"350",4,0.925925925925926
"485",1,"350",5,0.962962962962963
"486",1,"350",6,1
"487",1,"350",7,0.814814814814815
"488",1,"350",8,0.962962962962963
"489",1,"350",9,1
"490",1,"350",10,0.888888888888889
"491",1,"354",1,0.740740740740741
"492",1,"354",2,0.814814814814815
"493",1,"354",3,0.740740740740741
"494",1,"354",4,0.259259259259259
"495",1,"354",5,0.259259259259259
"496",1,"354",6,0.407407407407407
"497",1,"354",7,0.407407407407407
"498",1,"354",8,0.111111111111111
"499",1,"354",9,0.333333333333333
"500",1,"354",10,0.37037037037037
"501",1,"358",1,0.444444444444444
"502",1,"358",2,0.814814814814815
"503",1,"358",3,0.851851851851852
"504",1,"358",4,0.925925925925926
"505",1,"358",5,0.888888888888889
"506",1,"358",6,0.962962962962963
"507",1,"358",7,0.740740740740741
"508",1,"358",8,0.888888888888889
"509",1,"358",9,0.888888888888889
"510",1,"358",10,0.777777777777778
"511",1,"362",1,0.703703703703704
"512",1,"362",2,0.888888888888889
"513",1,"362",3,0.925925925925926
"514",1,"362",4,0.851851851851852
"515",1,"362",5,0.962962962962963
"516",1,"362",6,0.851851851851852
"517",1,"362",7,0.925925925925926
"518",1,"362",8,1
"519",1,"362",9,1
"520",1,"362",10,0.962962962962963
"521",1,"366",1,0.481481481481481
"522",1,"366",2,0.555555555555556
"523",1,"366",3,0.481481481481481
"524",1,"366",4,0.481481481481481
"525",1,"366",5,0.407407407407407
"526",1,"366",6,0.703703703703704
"527",1,"366",7,0.555555555555556
"528",1,"366",8,0.592592592592593
"529",1,"366",9,0.296296296296296
"530",1,"366",10,0.740740740740741
"531",1,"37",1,0.62962962962963
"532",1,"37",2,0.740740740740741
"533",1,"37",3,0.703703703703704
"534",1,"37",4,0.888888888888889
"535",1,"37",5,0.814814814814815
"536",1,"37",6,0.851851851851852
"537",1,"37",7,0.925925925925926
"538",1,"37",8,0.851851851851852
"539",1,"37",9,0.814814814814815
"540",1,"37",10,0.888888888888889
"541",1,"370",1,0.851851851851852
"542",1,"370",2,0.888888888888889
"543",1,"370",3,0.925925925925926
"544",1,"370",4,0.962962962962963
"545",1,"370",5,0.888888888888889
"546",1,"370",6,1
"547",1,"370",7,1
"548",1,"370",8,1
"549",1,"370",9,0.962962962962963
"550",1,"370",10,1
"551",1,"374",1,0.703703703703704
"552",1,"374",2,0.888888888888889
"553",1,"374",3,0.925925925925926
"554",1,"374",4,0.888888888888889
"555",1,"374",5,0.888888888888889
"556",1,"374",6,0.888888888888889
"557",1,"374",7,0.777777777777778
"558",1,"374",8,0.777777777777778
"559",1,"374",9,1
"560",1,"374",10,0.851851851851852
"561",1,"378",1,0.407407407407407
"562",1,"378",2,0.592592592592593
"563",1,"378",3,0.814814814814815
"564",1,"378",4,0.851851851851852
"565",1,"378",5,0.666666666666667
"566",1,"378",6,0.888888888888889
"567",1,"378",7,0.740740740740741
"568",1,"378",8,0.925925925925926
"569",1,"378",9,0.851851851851852
"570",1,"378",10,0.888888888888889
"571",1,"382",1,0.925925925925926
"572",1,"382",2,0.888888888888889
"573",1,"382",3,0.962962962962963
"574",1,"382",4,0.962962962962963
"575",1,"382",5,1
"576",1,"382",6,1
"577",1,"382",7,1
"578",1,"382",8,1
"579",1,"382",9,0.962962962962963
"580",1,"382",10,1
"581",1,"386",1,0.703703703703704
"582",1,"386",2,0.962962962962963
"583",1,"386",3,0.962962962962963
"584",1,"386",4,0.962962962962963
"585",1,"386",5,0.925925925925926
"586",1,"386",6,1
"587",1,"386",7,0.925925925925926
"588",1,"386",8,1
"589",1,"386",9,1
"590",1,"386",10,1
"591",1,"390",1,0.740740740740741
"592",1,"390",2,0.851851851851852
"593",1,"390",3,0.777777777777778
"594",1,"390",4,0.740740740740741
"595",1,"390",5,0.851851851851852
"596",1,"390",6,0.851851851851852
"597",1,"390",7,0.703703703703704
"598",1,"390",8,0.777777777777778
"599",1,"390",9,0.888888888888889
"600",1,"390",10,0.925925925925926
"601",1,"394",1,0.777777777777778
"602",1,"394",2,1
"603",1,"394",3,0.925925925925926
"604",1,"394",4,1
"605",1,"394",5,0.851851851851852
"606",1,"394",6,0.962962962962963
"607",1,"394",7,0.962962962962963
"608",1,"394",8,0.962962962962963
"609",1,"394",9,0.962962962962963
"610",1,"394",10,0.925925925925926
"611",1,"41",1,0.37037037037037
"612",1,"41",2,0.740740740740741
"613",1,"41",3,0.888888888888889
"614",1,"41",4,1
"615",1,"41",5,0.962962962962963
"616",1,"41",6,0.851851851851852
"617",1,"41",7,0.888888888888889
"618",1,"41",8,0.888888888888889
"619",1,"41",9,1
"620",1,"41",10,0.888888888888889
"621",1,"45",1,0.222222222222222
"622",1,"45",2,0.555555555555556
"623",1,"45",3,0.407407407407407
"624",1,"45",4,0.296296296296296
"625",1,"45",5,0.37037037037037
"626",1,"45",6,0.518518518518518
"627",1,"45",7,0.444444444444444
"628",1,"45",8,0.37037037037037
"629",1,"45",9,0.407407407407407
"630",1,"45",10,0.37037037037037
"631",1,"49",1,0.518518518518518
"632",1,"49",2,0.740740740740741
"633",1,"49",3,0.851851851851852
"634",1,"49",4,0.777777777777778
"635",1,"49",5,0.777777777777778
"636",1,"49",6,0.814814814814815
"637",1,"49",7,0.777777777777778
"638",1,"49",8,0.925925925925926
"639",1,"49",9,0.777777777777778
"640",1,"49",10,0.814814814814815
"641",1,"5",1,0.62962962962963
"642",1,"5",2,0.444444444444444
"643",1,"5",3,0.481481481481481
"644",1,"5",4,0.518518518518518
"645",1,"5",5,0.296296296296296
"646",1,"5",6,0.62962962962963
"647",1,"5",7,0.444444444444444
"648",1,"5",8,0.296296296296296
"649",1,"5",9,0.592592592592593
"650",1,"5",10,0.703703703703704
"651",1,"53",1,0.962962962962963
"652",1,"53",2,0.888888888888889
"653",1,"53",3,1
"654",1,"53",4,0.962962962962963
"655",1,"53",5,1
"656",1,"53",6,0.962962962962963
"657",1,"53",7,0.962962962962963
"658",1,"53",8,0.962962962962963
"659",1,"53",9,1
"660",1,"53",10,0.962962962962963
"661",1,"57",1,0.481481481481481
"662",1,"57",2,0.481481481481481
"663",1,"57",3,0.296296296296296
"664",1,"57",4,0.296296296296296
"665",1,"57",5,0.37037037037037
"666",1,"57",6,0.777777777777778
"667",1,"57",7,0.925925925925926
"668",1,"57",8,0.925925925925926
"669",1,"57",9,0.814814814814815
"670",1,"57",10,1
"671",1,"61",1,0.851851851851852
"672",1,"61",2,0.925925925925926
"673",1,"61",3,0.925925925925926
"674",1,"61",4,0.962962962962963
"675",1,"61",5,0.851851851851852
"676",1,"61",6,0.888888888888889
"677",1,"61",7,0.962962962962963
"678",1,"61",8,0.814814814814815
"679",1,"61",9,0.814814814814815
"680",1,"61",10,0.962962962962963
"681",1,"65",1,0.592592592592593
"682",1,"65",2,0.962962962962963
"683",1,"65",3,0.962962962962963
"684",1,"65",4,0.962962962962963
"685",1,"65",5,0.851851851851852
"686",1,"65",6,0.962962962962963
"687",1,"65",7,1
"688",1,"65",8,0.962962962962963
"689",1,"65",9,0.925925925925926
"690",1,"65",10,1
"691",1,"73",1,0.62962962962963
"692",1,"73",2,0.777777777777778
"693",1,"73",3,0.703703703703704
"694",1,"73",4,0.777777777777778
"695",1,"73",5,0.962962962962963
"696",1,"73",6,0.777777777777778
"697",1,"73",7,0.814814814814815
"698",1,"73",8,0.777777777777778
"699",1,"73",9,0.703703703703704
"700",1,"73",10,0.814814814814815
"701",1,"77",1,0.703703703703704
"702",1,"77",2,1
"703",1,"77",3,0.888888888888889
"704",1,"77",4,0.925925925925926
"705",1,"77",5,1
"706",1,"77",6,0.925925925925926
"707",1,"77",7,0.888888888888889
"708",1,"77",8,0.962962962962963
"709",1,"77",9,0.962962962962963
"710",1,"77",10,0.962962962962963
"711",1,"82",1,0.518518518518518
"712",1,"82",2,0.814814814814815
"713",1,"82",3,0.740740740740741
"714",1,"82",4,0.777777777777778
"715",1,"82",5,0.777777777777778
"716",1,"82",6,0.777777777777778
"717",1,"82",7,0.592592592592593
"718",1,"82",8,0.851851851851852
"719",1,"82",9,0.777777777777778
"720",1,"82",10,0.925925925925926
"721",1,"86",1,0.703703703703704
"722",1,"86",2,0.925925925925926
"723",1,"86",3,0.888888888888889
"724",1,"86",4,0.888888888888889
"725",1,"86",5,0.962962962962963
"726",1,"86",6,0.888888888888889
"727",1,"86",7,0.962962962962963
"728",1,"86",8,1
"729",1,"86",9,0.962962962962963
"730",1,"86",10,1
"731",1,"9",1,0.666666666666667
"732",1,"9",2,0.962962962962963
"733",1,"9",3,0.962962962962963
"734",1,"9",4,0.851851851851852
"735",1,"9",5,0.851851851851852
"736",1,"9",6,0.888888888888889
"737",1,"9",7,0.851851851851852
"738",1,"9",8,1
"739",1,"9",9,0.814814814814815
"740",1,"9",10,0.888888888888889
"741",1,"90",1,0.481481481481481
"742",1,"90",2,0.555555555555556
"743",1,"90",3,0.592592592592593
"744",1,"90",4,0.740740740740741
"745",1,"90",5,0.925925925925926
"746",1,"90",6,0.777777777777778
"747",1,"90",7,0.740740740740741
"748",1,"90",8,0.888888888888889
"749",1,"90",9,1
"750",1,"90",10,0.888888888888889
"751",1,"94",1,0.740740740740741
"752",1,"94",2,0.888888888888889
"753",1,"94",3,0.703703703703704
"754",1,"94",4,0.555555555555556
"755",1,"94",5,0.777777777777778
"756",1,"94",6,0.703703703703704
"757",1,"94",7,0.740740740740741
"758",1,"94",8,0.888888888888889
"759",1,"94",9,0.925925925925926
"760",1,"94",10,0.962962962962963
"761",1,"98",1,0.814814814814815
"762",1,"98",2,0.851851851851852
"763",1,"98",3,1
"764",1,"98",4,0.962962962962963
"765",1,"98",5,0.925925925925926
"766",1,"98",6,0.962962962962963
"767",1,"98",7,0.962962962962963
"768",1,"98",8,0.962962962962963
"769",1,"98",9,0.962962962962963
"770",1,"98",10,1
"771",2,"10",1,0.333333333333333
"772",2,"10",2,0.518518518518518
"773",2,"10",3,0.518518518518518
"774",2,"10",4,0.518518518518518
"775",2,"10",5,0.518518518518518
"776",2,"10",6,0.259259259259259
"777",2,"10",7,0.555555555555556
"778",2,"10",8,0.444444444444444
"779",2,"10",9,0.481481481481481
"780",2,"10",10,0.296296296296296
"781",2,"103",1,0.777777777777778
"782",2,"103",2,0.851851851851852
"783",2,"103",3,0.814814814814815
"784",2,"103",4,0.962962962962963
"785",2,"103",5,0.962962962962963
"786",2,"103",6,0.888888888888889
"787",2,"103",7,0.814814814814815
"788",2,"103",8,0.888888888888889
"789",2,"103",9,0.962962962962963
"790",2,"103",10,0.925925925925926
"791",2,"107",1,0.814814814814815
"792",2,"107",2,0.703703703703704
"793",2,"107",3,0.777777777777778
"794",2,"107",4,0.777777777777778
"795",2,"107",5,0.851851851851852
"796",2,"107",6,0.888888888888889
"797",2,"107",7,0.888888888888889
"798",2,"107",8,0.851851851851852
"799",2,"107",9,0.851851851851852
"800",2,"107",10,0.888888888888889
"801",2,"111",1,0.407407407407407
"802",2,"111",2,0.592592592592593
"803",2,"111",3,0.518518518518518
"804",2,"111",4,0.592592592592593
"805",2,"111",5,0.481481481481481
"806",2,"111",6,0.407407407407407
"807",2,"111",7,0.62962962962963
"808",2,"111",8,0.62962962962963
"809",2,"111",9,0.703703703703704
"810",2,"111",10,0.666666666666667
"811",2,"115",1,0.481481481481481
"812",2,"115",2,0.296296296296296
"813",2,"115",3,0.481481481481481
"814",2,"115",4,0.222222222222222
"815",2,"115",5,0.407407407407407
"816",2,"115",6,0.518518518518518
"817",2,"115",7,0.407407407407407
"818",2,"115",8,0.333333333333333
"819",2,"115",9,0.555555555555556
"820",2,"115",10,0.407407407407407
"821",2,"118",1,0.62962962962963
"822",2,"118",2,0.888888888888889
"823",2,"118",3,0.740740740740741
"824",2,"118",4,0.740740740740741
"825",2,"118",5,0.666666666666667
"826",2,"118",6,0.888888888888889
"827",2,"118",7,0.962962962962963
"828",2,"118",8,0.962962962962963
"829",2,"118",9,0.925925925925926
"830",2,"118",10,0.925925925925926
"831",2,"119",1,0.37037037037037
"832",2,"119",2,0.555555555555556
"833",2,"119",3,0.666666666666667
"834",2,"119",4,0.740740740740741
"835",2,"119",5,0.925925925925926
"836",2,"119",6,0.814814814814815
"837",2,"119",7,0.740740740740741
"838",2,"119",8,0.777777777777778
"839",2,"119",9,0.740740740740741
"840",2,"119",10,0.777777777777778
"841",2,"123",1,0.407407407407407
"842",2,"123",2,0.37037037037037
"843",2,"123",3,0.407407407407407
"844",2,"123",4,0.444444444444444
"845",2,"123",5,0.444444444444444
"846",2,"123",6,0.37037037037037
"847",2,"123",7,0.333333333333333
"848",2,"123",8,0.222222222222222
"849",2,"123",9,0.296296296296296
"850",2,"123",10,0.444444444444444
"851",2,"14",1,0.37037037037037
"852",2,"14",2,0.37037037037037
"853",2,"14",3,0.666666666666667
"854",2,"14",4,0.592592592592593
"855",2,"14",5,0.703703703703704
"856",2,"14",6,0.37037037037037
"857",2,"14",7,0.518518518518518
"858",2,"14",8,0.62962962962963
"859",2,"14",9,0.814814814814815
"860",2,"14",10,0.62962962962963
"861",2,"18",1,0.518518518518518
"862",2,"18",2,0.62962962962963
"863",2,"18",3,0.777777777777778
"864",2,"18",4,0.62962962962963
"865",2,"18",5,0.481481481481481
"866",2,"18",6,0.37037037037037
"867",2,"18",7,0.555555555555556
"868",2,"18",8,0.444444444444444
"869",2,"18",9,0.444444444444444
"870",2,"18",10,0.555555555555556
"871",2,"2",1,0.555555555555556
"872",2,"2",2,0.814814814814815
"873",2,"2",3,0.62962962962963
"874",2,"2",4,0.666666666666667
"875",2,"2",5,0.814814814814815
"876",2,"2",6,0.740740740740741
"877",2,"2",7,0.740740740740741
"878",2,"2",8,0.777777777777778
"879",2,"2",9,0.814814814814815
"880",2,"2",10,0.962962962962963
"881",2,"202",1,0.518518518518518
"882",2,"202",2,0.814814814814815
"883",2,"202",3,0.703703703703704
"884",2,"202",4,0.814814814814815
"885",2,"202",5,0.703703703703704
"886",2,"202",6,0.888888888888889
"887",2,"202",7,0.851851851851852
"888",2,"202",8,0.814814814814815
"889",2,"202",9,0.814814814814815
"890",2,"202",10,0.851851851851852
"891",2,"206",1,0.555555555555556
"892",2,"206",2,0.666666666666667
"893",2,"206",3,0.555555555555556
"894",2,"206",4,0.62962962962963
"895",2,"206",5,0.777777777777778
"896",2,"206",6,0.814814814814815
"897",2,"206",7,0.740740740740741
"898",2,"206",8,0.925925925925926
"899",2,"206",9,0.666666666666667
"900",2,"206",10,0.703703703703704
"901",2,"214",1,0.555555555555556
"902",2,"214",2,0.592592592592593
"903",2,"214",3,0.814814814814815
"904",2,"214",4,0.592592592592593
"905",2,"214",5,0.481481481481481
"906",2,"214",6,0.481481481481481
"907",2,"214",7,0.481481481481481
"908",2,"214",8,0.62962962962963
"909",2,"214",9,0.222222222222222
"910",2,"214",10,0.518518518518518
"911",2,"218",1,0.296296296296296
"912",2,"218",2,0.444444444444444
"913",2,"218",3,0.481481481481481
"914",2,"218",4,0.555555555555556
"915",2,"218",5,0.259259259259259
"916",2,"218",6,0.444444444444444
"917",2,"218",7,0.333333333333333
"918",2,"218",8,0.259259259259259
"919",2,"218",9,0.481481481481481
"920",2,"218",10,0.592592592592593
"921",2,"22",1,0.592592592592593
"922",2,"22",2,0.592592592592593
"923",2,"22",3,0.592592592592593
"924",2,"22",4,0.703703703703704
"925",2,"22",5,0.703703703703704
"926",2,"22",6,0.740740740740741
"927",2,"22",7,0.777777777777778
"928",2,"22",8,0.851851851851852
"929",2,"22",9,0.703703703703704
"930",2,"22",10,0.777777777777778
"931",2,"222",1,0.740740740740741
"932",2,"222",2,0.740740740740741
"933",2,"222",3,0.888888888888889
"934",2,"222",4,0.740740740740741
"935",2,"222",5,0.62962962962963
"936",2,"222",6,0.777777777777778
"937",2,"222",7,0.703703703703704
"938",2,"222",8,0.740740740740741
"939",2,"222",9,0.703703703703704
"940",2,"222",10,0.666666666666667
"941",2,"226",1,0.296296296296296
"942",2,"226",2,0.259259259259259
"943",2,"226",3,0.444444444444444
"944",2,"226",4,0.481481481481481
"945",2,"226",5,0.407407407407407
"946",2,"226",6,0.703703703703704
"947",2,"226",7,0.62962962962963
"948",2,"226",8,0.666666666666667
"949",2,"226",9,0.62962962962963
"950",2,"226",10,0.777777777777778
"951",2,"230",1,0.333333333333333
"952",2,"230",2,0.37037037037037
"953",2,"230",3,0.333333333333333
"954",2,"230",4,0.555555555555556
"955",2,"230",5,0.481481481481481
"956",2,"230",6,0.666666666666667
"957",2,"230",7,0.555555555555556
"958",2,"230",8,0.740740740740741
"959",2,"230",9,0.703703703703704
"960",2,"230",10,0.62962962962963
"961",2,"234",1,0.296296296296296
"962",2,"234",2,0.37037037037037
"963",2,"234",3,0.37037037037037
"964",2,"234",4,0.518518518518518
"965",2,"234",5,0.555555555555556
"966",2,"234",6,0.814814814814815
"967",2,"234",7,0.740740740740741
"968",2,"234",8,0.703703703703704
"969",2,"234",9,0.62962962962963
"970",2,"234",10,0.481481481481481
"971",2,"238",1,0.407407407407407
"972",2,"238",2,0.592592592592593
"973",2,"238",3,0.62962962962963
"974",2,"238",4,0.740740740740741
"975",2,"238",5,0.703703703703704
"976",2,"238",6,0.592592592592593
"977",2,"238",7,0.925925925925926
"978",2,"238",8,0.814814814814815
"979",2,"238",9,0.851851851851852
"980",2,"238",10,0.888888888888889
"981",2,"241",1,0.592592592592593
"982",2,"241",2,0.814814814814815
"983",2,"241",3,0.888888888888889
"984",2,"241",4,0.925925925925926
"985",2,"241",5,0.777777777777778
"986",2,"241",6,0.925925925925926
"987",2,"241",7,0.814814814814815
"988",2,"241",8,1
"989",2,"241",9,0.851851851851852
"990",2,"241",10,0.962962962962963
"991",2,"242",1,0.222222222222222
"992",2,"242",2,0.481481481481481
"993",2,"242",3,0.518518518518518
"994",2,"242",4,0.62962962962963
"995",2,"242",5,0.814814814814815
"996",2,"242",6,0.814814814814815
"997",2,"242",7,0.740740740740741
"998",2,"242",8,0.740740740740741
"999",2,"242",9,0.592592592592593
"1000",2,"242",10,0.777777777777778
"1001",2,"246",1,0.592592592592593
"1002",2,"246",2,0.666666666666667
"1003",2,"246",3,0.703703703703704
"1004",2,"246",4,0.62962962962963
"1005",2,"246",5,0.740740740740741
"1006",2,"246",6,0.62962962962963
"1007",2,"246",7,0.666666666666667
"1008",2,"246",8,0.888888888888889
"1009",2,"246",9,0.888888888888889
"1010",2,"246",10,0.740740740740741
"1011",2,"250",1,0.555555555555556
"1012",2,"250",2,0.777777777777778
"1013",2,"250",3,0.888888888888889
"1014",2,"250",4,0.740740740740741
"1015",2,"250",5,0.925925925925926
"1016",2,"250",6,0.814814814814815
"1017",2,"250",7,0.703703703703704
"1018",2,"250",8,0.851851851851852
"1019",2,"250",9,0.814814814814815
"1020",2,"250",10,0.888888888888889
"1021",2,"254",1,0.37037037037037
"1022",2,"254",2,0.407407407407407
"1023",2,"254",3,0.296296296296296
"1024",2,"254",4,0.296296296296296
"1025",2,"254",5,0.333333333333333
"1026",2,"254",6,0.333333333333333
"1027",2,"254",7,0.851851851851852
"1028",2,"254",8,0.518518518518518
"1029",2,"254",9,0.555555555555556
"1030",2,"254",10,0.703703703703704
"1031",2,"258",1,0.296296296296296
"1032",2,"258",2,0.592592592592593
"1033",2,"258",3,0.37037037037037
"1034",2,"258",4,0.444444444444444
"1035",2,"258",5,0.444444444444444
"1036",2,"258",6,0.37037037037037
"1037",2,"258",7,0.37037037037037
"1038",2,"258",8,0.444444444444444
"1039",2,"258",9,0.333333333333333
"1040",2,"258",10,0.481481481481481
"1041",2,"262",1,0.222222222222222
"1042",2,"262",2,0.62962962962963
"1043",2,"262",3,0.333333333333333
"1044",2,"262",4,0.481481481481481
"1045",2,"262",5,0.555555555555556
"1046",2,"262",6,0.555555555555556
"1047",2,"262",7,0.592592592592593
"1048",2,"262",8,0.555555555555556
"1049",2,"262",9,0.407407407407407
"1050",2,"262",10,0.296296296296296
"1051",2,"266",1,0.777777777777778
"1052",2,"266",2,0.814814814814815
"1053",2,"266",3,0.777777777777778
"1054",2,"266",4,0.703703703703704
"1055",2,"266",5,0.740740740740741
"1056",2,"266",6,0.814814814814815
"1057",2,"266",7,0.740740740740741
"1058",2,"266",8,0.962962962962963
"1059",2,"266",9,0.888888888888889
"1060",2,"266",10,0.962962962962963
"1061",2,"270",1,0.333333333333333
"1062",2,"270",2,0.555555555555556
"1063",2,"270",3,0.592592592592593
"1064",2,"270",4,0.703703703703704
"1065",2,"270",5,0.740740740740741
"1066",2,"270",6,0.592592592592593
"1067",2,"270",7,0.740740740740741
"1068",2,"270",8,0.481481481481481
"1069",2,"270",9,0.666666666666667
"1070",2,"270",10,0.666666666666667
"1071",2,"274",1,0.333333333333333
"1072",2,"274",2,0.62962962962963
"1073",2,"274",3,0.518518518518518
"1074",2,"274",4,0.481481481481481
"1075",2,"274",5,0.481481481481481
"1076",2,"274",6,0.592592592592593
"1077",2,"274",7,0.814814814814815
"1078",2,"274",8,0.777777777777778
"1079",2,"274",9,0.555555555555556
"1080",2,"274",10,0.518518518518518
"1081",2,"279",1,0.407407407407407
"1082",2,"279",2,0.222222222222222
"1083",2,"279",3,0.37037037037037
"1084",2,"279",4,0.37037037037037
"1085",2,"279",5,0.37037037037037
"1086",2,"279",6,0.407407407407407
"1087",2,"279",7,0.296296296296296
"1088",2,"279",8,0.296296296296296
"1089",2,"279",9,0.407407407407407
"1090",2,"279",10,0.481481481481481
"1091",2,"283",1,0.444444444444444
"1092",2,"283",2,0.407407407407407
"1093",2,"283",3,0.518518518518518
"1094",2,"283",4,0.777777777777778
"1095",2,"283",5,0.518518518518518
"1096",2,"283",6,0.703703703703704
"1097",2,"283",7,0.592592592592593
"1098",2,"283",8,0.518518518518518
"1099",2,"283",9,0.555555555555556
"1100",2,"283",10,0.37037037037037
"1101",2,"287",1,0.444444444444444
"1102",2,"287",2,0.62962962962963
"1103",2,"287",3,0.62962962962963
"1104",2,"287",4,0.703703703703704
"1105",2,"287",5,0.666666666666667
"1106",2,"287",6,0.777777777777778
"1107",2,"287",7,0.814814814814815
"1108",2,"287",8,1
"1109",2,"287",9,0.925925925925926
"1110",2,"287",10,0.962962962962963
"1111",2,"291",1,0.259259259259259
"1112",2,"291",2,0.444444444444444
"1113",2,"291",3,0.592592592592593
"1114",2,"291",4,0.481481481481481
"1115",2,"291",5,0.407407407407407
"1116",2,"291",6,0.481481481481481
"1117",2,"291",7,0.333333333333333
"1118",2,"291",8,0.481481481481481
"1119",2,"291",9,0.259259259259259
"1120",2,"291",10,0.555555555555556
"1121",2,"295",1,0.444444444444444
"1122",2,"295",2,0.185185185185185
"1123",2,"295",3,0.296296296296296
"1124",2,"295",4,0.407407407407407
"1125",2,"295",5,0.518518518518518
"1126",2,"295",6,0.259259259259259
"1127",2,"295",7,0.444444444444444
"1128",2,"295",8,0.518518518518518
"1129",2,"295",9,0.333333333333333
"1130",2,"295",10,0.444444444444444
"1131",2,"299",1,0.777777777777778
"1132",2,"299",2,0.703703703703704
"1133",2,"299",3,0.777777777777778
"1134",2,"299",4,0.851851851851852
"1135",2,"299",5,0.962962962962963
"1136",2,"299",6,0.962962962962963
"1137",2,"299",7,0.962962962962963
"1138",2,"299",8,0.925925925925926
"1139",2,"299",9,0.925925925925926
"1140",2,"299",10,0.962962962962963
"1141",2,"30",1,0.555555555555556
"1142",2,"30",2,0.62962962962963
"1143",2,"30",3,0.962962962962963
"1144",2,"30",4,0.888888888888889
"1145",2,"30",5,0.814814814814815
"1146",2,"30",6,0.888888888888889
"1147",2,"30",7,0.777777777777778
"1148",2,"30",8,0.888888888888889
"1149",2,"30",9,0.888888888888889
"1150",2,"30",10,0.888888888888889
"1151",2,"303",1,0.333333333333333
"1152",2,"303",2,0.37037037037037
"1153",2,"303",3,0.333333333333333
"1154",2,"303",4,0.407407407407407
"1155",2,"303",5,0.333333333333333
"1156",2,"303",6,0.37037037037037
"1157",2,"303",7,0.296296296296296
"1158",2,"303",8,0.185185185185185
"1159",2,"303",9,0.518518518518518
"1160",2,"303",10,0.555555555555556
"1161",2,"307",1,0.814814814814815
"1162",2,"307",2,0.777777777777778
"1163",2,"307",3,0.592592592592593
"1164",2,"307",4,0.666666666666667
"1165",2,"307",5,0.851851851851852
"1166",2,"307",6,0.888888888888889
"1167",2,"307",7,0.777777777777778
"1168",2,"307",8,0.814814814814815
"1169",2,"307",9,0.740740740740741
"1170",2,"307",10,0.851851851851852
"1171",2,"311",1,0.481481481481481
"1172",2,"311",2,0.555555555555556
"1173",2,"311",3,0.777777777777778
"1174",2,"311",4,0.740740740740741
"1175",2,"311",5,0.62962962962963
"1176",2,"311",6,0.740740740740741
"1177",2,"311",7,0.444444444444444
"1178",2,"311",8,0.62962962962963
"1179",2,"311",9,0.555555555555556
"1180",2,"311",10,0.592592592592593
"1181",2,"315",1,0.481481481481481
"1182",2,"315",2,0.407407407407407
"1183",2,"315",3,0.555555555555556
"1184",2,"315",4,0.555555555555556
"1185",2,"315",5,0.37037037037037
"1186",2,"315",6,0.333333333333333
"1187",2,"315",7,0.333333333333333
"1188",2,"315",8,0.518518518518518
"1189",2,"315",9,0.555555555555556
"1190",2,"315",10,0.407407407407407
"1191",2,"319",1,0.407407407407407
"1192",2,"319",2,0.777777777777778
"1193",2,"319",3,0.925925925925926
"1194",2,"319",4,0.851851851851852
"1195",2,"319",5,0.888888888888889
"1196",2,"319",6,0.851851851851852
"1197",2,"319",7,0.925925925925926
"1198",2,"319",8,0.888888888888889
"1199",2,"319",9,0.962962962962963
"1200",2,"319",10,0.962962962962963
"1201",2,"323",1,0.481481481481481
"1202",2,"323",2,0.777777777777778
"1203",2,"323",3,0.851851851851852
"1204",2,"323",4,0.814814814814815
"1205",2,"323",5,0.740740740740741
"1206",2,"323",6,0.777777777777778
"1207",2,"323",7,1
"1208",2,"323",8,0.777777777777778
"1209",2,"323",9,0.925925925925926
"1210",2,"323",10,0.814814814814815
"1211",2,"327",1,0.407407407407407
"1212",2,"327",2,0.259259259259259
"1213",2,"327",3,0.592592592592593
"1214",2,"327",4,0.592592592592593
"1215",2,"327",5,0.740740740740741
"1216",2,"327",6,0.814814814814815
"1217",2,"327",7,0.814814814814815
"1218",2,"327",8,0.925925925925926
"1219",2,"327",9,0.851851851851852
