"","condition","1","2","3","4","5"
"1",1,0.8994708994709,0.976190476190476,0.915873015873016,0.808730158730159,0.656613756613757
"2",2,0.729786124152321,0.845070422535211,0.788732394366197,0.732394366197183,0.660928534167971
"3",3,0.550653594771242,0.676470588235294,0.683006535947713,0.615196078431373,0.537581699346405
"4",4,0.739082365948038,0.865671641791045,0.810945273631841,0.738805970149254,0.625760088446656
